Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,Latitude,Longitude,Outras informacoes da localidade,Jurisdicao,Destino do Material
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D.P. Costa,RB00931546,6085,07/11/2014,NA,30/10/2017,Anomoclada,NA,Anomoclada,genus,NA,NA,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Anomoclada,NA,Espécie não Ameaçada,NA,"Parque Nacional do Monte Roraima,  na mata depois do alagado. Sobre o solo da base de um arbusto na mata nebular.",Brasil,Roraima,Uiramutã,Espécie não Sensível,5.17,-60.2172223,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,F.M. Rodrigues,RB00714237,183,17/03/2008,NA,30/10/2017,Cupania,NA,Cupania,genus,NA,NA,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,NA,Espécie Ameaçada,Vulnerável,Inhotim.,Brasil,Minas Gerais,Brumadinho,Espécie não Sensível,-20.1269445,-44.2252778,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Guedes, M.L.",RB00072218,7349,30/03/2000,NA,30/10/2017,Combretum,NA,Combretum hilarianum D.Dietr.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae,Combretum,NA,Espécie Ameaçada,Criticamente em Perigo,Serra do Monte Santo.,Brasil,Bahia,Monte Santo,Espécie não Sensível,-10.4333333,-39.3166667,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,H. Q. Boudet Fernandes,RB00459546,2926,25/05/1990,NA,30/10/2017,Piptadenia adiantoides,NA,Piptadenia adiantoides (Spreng.) J.F.Macbr.,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Piptadenia,Piptadenia adiantoides,Espécie não Ameaçada,NA,Estação Ecológica do Morro da Vargem. Floresta Atlântica. Trilha do Mirante 1.,Brasil,Espírito Santo,Ibiraçu,Espécie não Sensível,-19.8833333,-40.3833333,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ana Cristina Segalin De Andrade,597352,"Nº Da Autorização/Licença Sisbio: 41571, Projeto: Modernizando A Taxonomia Das Parcelas Permanentes Do Projeto Dinâmica Biológica De Fragmentos Florestais-Pdbff",27/05/2014,28/05/2014 a 28/05/2014,08/11/2019,Rubiaceae,NA,Rubiaceae,family,1,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,NA,NA,Espécie não Ameaçada,NA,Área De Relevante Interesse Ecológico Projeto Dinâmica Biológica De Fragmentos Florestais,Brasil,AM,NA,Espécie não Sensível,-2.441667,-59.785556,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Yule Roberta Ferreira Nunes,751137,"Nº Da Autorização/Licença Sisbio: 44907, Projeto: Dinâmica Da Vegetação Em Diferentes Altitudes Na Serra Do Cipó, Minas Gerais",19/06/2014,20/06/2014 a 30/08/2014,28/08/2020,Melastomataceae,NA,Melastomataceae,family,105,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Da Serra Do Cipó,Brasil,MG,NA,Espécie não Sensível,-19.295278,-43.554833,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.M. Versieux,RB01182896,629,06/12/2013,NA,30/10/2017,Krameria,NA,Krameria,genus,NA,NA,Magnoliophyta,Magnoliopsida,Polygalales,Krameriaceae,Krameria,NA,Espécie não Ameaçada,NA,"Floresta nacional de Nísia Floresta, trilha principal. Floresta atlântica de tabuleiro, com altura média de 4 m, alguns trechos mais abertos e secundários.",Brasil,Rio Grande do Norte,Nísia Floresta,Espécie não Sensível,-6.1530556,-35.3572222,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R .A. Silva,RB00143214,1704,16/08/2000,NA,30/10/2017,Plantae,NA,LEGUMINOSAE,kingdom,NA,NA,NA,NA,NA,NA,NA,NA,Espécie não Ameaçada,NA,Faz. Xingó.,Brasil,Sergipe,Canindé de São Francisco,Espécie não Sensível,-9.5438889,-38.0183334,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Neves, D.M.",RB00851357,1790,15/03/2014,NA,30/10/2017,Abarema filamentosa,NA,Abarema filamentosa (Benth.) Pittier,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Abarema,Abarema filamentosa,Espécie não Ameaçada,NA,Estrada Prado - Cumuruxatiba. +/- km 10.,Brasil,Bahia,Prado,Espécie não Sensível,-17.2522222,-39.2191667,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,V.C. Souza,RB00820663,28397,24/02/2002,NA,30/10/2017,Chamaecrista hedysaroides,NA,Chamaecrista hedysaroides (Vogel) H.S.Irwin & Barneby,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,Chamaecrista hedysaroides,Espécie não Ameaçada,NA,"Estrada para Curvelo, cerca de 12 Km de Diamantina.",Brasil,Minas Gerais,Diamantina,Espécie não Sensível,-18.2952777,-43.6830556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. Martinelli,RB00582841,15529,02/08/1999,NA,30/10/2017,Aechmea maasii,NA,Aechmea maasii Gouda & W.Till,species,NA,NA,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea maasii,Espécie não Ameaçada,NA,"Estrada do Flamengo, próximo à torre. Reserva Florestal de Linhares_CRVD",Brasil,Espírito Santo,NA,Espécie não Sensível,-19.1602778,-40.0258333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,F.S.Santos,RB00308057,729,06/12/1987,NA,30/10/2017,Eugenia punicifolia,NA,Eugenia punicifolia (Kunth) DC.,species,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia punicifolia,Espécie não Ameaçada,NA,"área da Estação Ecológica do Pau-Brasil cerca de 16 km a W de Porto Seguro, Rod. BR 367 (Porto Seguro/Eunápolis) . Estação Ecológica do Pau-Brasil",Brasil,Bahia,Santa Cruz de Cabrália,Espécie não Sensível,-16.3833333,-39.1333333,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vera Regina Dos Santos Wolff,71780,"Nº Da Autorização/Licença Sisbio: 15700, Projeto: Sistemática De Insetos De Interesse Agrícola No Rio Grande Do Sul",11/07/2011,12/07/2011 a 12/09/2011,11/03/2013,Vitis labrusca,NA,Vitis labrusca,species,50,NA,Magnoliophyta,Magnoliopsida,Rhamnales,Vitaceae,Vitis,Vitis labrusca,Espécie não Ameaçada,NA,Pomares Cultivados,Brasil,RS,Caxias Do Sul,Espécie não Sensível,-29.172694,-51.196947,NA,NA,Descartado
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,V. Conde,RB00872044,NA,03/12/2013,NA,30/10/2017,Artemisia vulgaris,NA,Artemisia vulgaris L.,species,NA,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris,Espécie não Ameaçada,NA,Reserva Ecocerrado Brasil.,Brasil,Minas Gerais,Araxá,Espécie não Sensível,-19.6130556,-47.1388889,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. SOUSA,RB00236423,343,12/06/2000,NA,30/10/2017,Henriettea succosa,NA,Henriettea succosa (Aubl.) DC.,species,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Henriettea,Henriettea succosa,Espécie não Ameaçada,NA,RPPN da mata de Camurujipe.,Brasil,Bahia,Mata de São João,Espécie não Sensível,-12.5030556,-38.0263889,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.M. Harley,RB00613869,19596,16/02/1977,NA,30/10/2017,Chusquea nutans,NA,Chusquea nutans L.G.Clark,species,NA,NA,Magnoliophyta,Liliopsida,Poales,Poaceae,Chusquea,Chusquea nutans,Espécie não Ameaçada,NA,"Pico das Almas. Pico das Almas. Lower N.E. slopes of the Pico das Almas, ca. 25 km. W.N.W. of the Vila do Rio de Contas.",Brasil,Bahia,Rio de Contas,Espécie não Sensível,-13.55,-41.95,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A.F.Vaz,RB00529439,726,29/08/1990,NA,30/10/2017,Cissus,NA,Cissus striata Ruiz & Pav.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Rhamnales,Vitaceae,Cissus,NA,Espécie Ameaçada,Em Perigo,Sítio Sophronites. Reserva Ecológica Munucipal de Macaé de Cima,Brasil,Rio de Janeiro,Nova Friburgo,Espécie não Sensível,-22.55,-42.5,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.Verdi,RB00604111,2495,28/07/2009,NA,30/10/2017,Epidendrum paranaense,NA,Epidendrum paranaense Barb.Rodr.,species,NA,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum paranaense,Espécie não Ameaçada,NA,Parque Nacional serra do Itajaí-Trilha da Chuva.,Brasil,Santa Catarina,Blumenau,Espécie não Sensível,-27.0575,-49.0816667,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A.C. Araújo,RB00605024,1843,04/03/2010,NA,30/10/2017,Rhynchospora,NA,Rhynchospora,genus,NA,NA,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,NA,Espécie não Ameaçada,NA,"Serra do Cipó, Vilarejo de Inhame, Subida partindo da antiga estrada da mina de Manganês.",Brasil,Minas Gerais,Santana de Pirapama,Espécie não Sensível,-18.9152778,-43.7894444,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Robson D. Ribeiro,RB00522567,965,01/04/2008,NA,30/10/2017,Machaerium ovalifolium,NA,Machaerium ovalifolium Glaz. ex Rudd,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,Machaerium ovalifolium,Espécie não Ameaçada,NA,"Vila do Riacho, Cuias, Fazenda Manuá. Prppriedade do Sr. Levi Bastos. Fragmento de Floresta sobre tabuleiro, solo argiloso arenoso.",Brasil,Espírito Santo,Aracruz,Espécie não Sensível,-19.6622222,-40.1588889,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Shirley Rangel Germano,1051211,"Nº Da Autorização/Licença Sisbio: 53054, Projeto: Florística E Morfo-Fisiologia De Briófitas Em Formações Vegetacionais Distintas",09/02/2017,10/02/2017 a 10/02/2017,16/04/2019,Tortella humilis,NA,Tortella humilis,species,1,NA,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortella,Tortella humilis,Espécie não Ameaçada,NA,Reserva Biológica Guaribas,Brasil,PB,NA,Espécie não Sensível,-6.737458,-35.134461,Coordenada exata da ocorrência,NA,Será destinado posteriormente
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,T.B. Croat,RB00530784,85341,16/11/2001,NA,30/10/2017,Philodendron,NA,Philodendron,genus,NA,NA,Magnoliophyta,Liliopsida,Alismatales,Araceae,Philodendron,NA,Espécie Ameaçada,Em Perigo,"Porto Walter,Rio Juruá Mirim, disturbed terra firem ca. 2 Km N of village of Vista Alegre.",Brasil,Acre,Cruzeiro do Sul,Espécie não Sensível,-8.1341666,-72.8297223,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Perdiz, R. de O.",RB00596645,143,12/10/2007,NA,30/10/2017,Boraginaceae,NA,BORAGINACEAE,family,NA,NA,Magnoliophyta,Magnoliopsida,Lamiales,Boraginaceae,NA,NA,Espécie não Ameaçada,NA,Fazenda do Sr. João das Orquídeas.,Brasil,Bahia,Itapebi,Espécie não Sensível,-15.9375,-39.5625,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,E.S.Leal,RB00683213,309,18/03/2011,NA,30/10/2017,Coccoloba,NA,Coccoloba,genus,NA,NA,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Coccoloba,NA,Espécie não Ameaçada,NA,"Rio Iquiri, BR 364, km 34. Margem de rio, floresta vázea.",Brasil,Acre,Rio Branco,Espécie não Sensível,-10.0830556,-67.545,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"J. H. Kirkbride, Jr.",RB00165648,5234,21/04/1983,NA,30/10/2017,Mimosa pteridifolia,NA,Mimosa pteridifolia Benth.,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,Mimosa pteridifolia,Espécie não Ameaçada,NA,1 km S de fonte de água mineral Indaía.,Brasil,Goiás,NA,Espécie não Sensível,-15.4,-47.4666667,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vidal De Freitas Mansano,878545,"Nº Da Autorização/Licença Sisbio: 47893, Projeto: Inventário Florístico Das Áreas Protegidas Na Bacia Inferior Do Rio Tapajós: Parte 1. Parque Nacional Da Amazônia E Floresta Nacional Do Tapajós",09/11/2015,10/11/2015 a 12/11/2015,30/04/2020,Burseraceae,NA,Burseraceae,family,1,NA,Magnoliophyta,Magnoliopsida,Sapindales,Burseraceae,NA,NA,Espécie não Ameaçada,NA,Floresta Nacional Do Tapajós,Brasil,PA,NA,Espécie não Sensível,-2.936944,-54.940556,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Claudia Maria Jacobi,138712,"Nº Da Autorização/Licença Sisbio: 17118, Projeto: Campos Rupestres Ferruginosos: Diversidade Local E Regional E Status De Conservação De Um Ecossistema Ameaçado",11/07/2007,12/07/2007 a 12/07/2007,09/10/2019,Epidendrum secundum,NA,Epidendrum secundum,species,2,NA,Magnoliophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum secundum,Espécie não Ameaçada,NA,Serra De Capanema,Brasil,MG,Ouro Preto,Espécie não Sensível,-20.218806,-43.581167,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ayslaner Victor Gallo De Oliveira,150901,"Nº Da Autorização/Licença Sisbio: 16364, Projeto: Caracterização Florística E De Formações Vegetais A Fim De Subsidiar A Elaboração Do Plano De Manejo Do Parque Nacional Dos Campos Amazônicos - Amazônas, Rondônia E Mato Grosso",18/11/2008,19/11/2008 a 19/11/2008,14/08/2012,Poaceae,NA,Poaceae,family,2,NA,Magnoliophyta,Liliopsida,Poales,Poaceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Dos Campos Amazônicos,Brasil,AM,NA,Espécie não Sensível,-8.711359,-61.514099,Coordenada de referência da área amostrada,NA,Destinado a laboratório
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Claudio Rossano Trindade Trindade,861142,"Nº Da Autorização/Licença Sisbio: 48232, Projeto: Diversidade Beta Da Comunidade De Macrófitas Aquáticas Em Áreas Úmidas Na Plnaície Costeira Do Rio Grande Do Sul.",25/01/2016,26/01/2016 a 26/01/2016,04/04/2019,Enydra sessilifolia,NA,Enydra sessilifolia,species,1,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Enydra,Enydra sessilifolia,Espécie não Ameaçada,NA,Área Úmida 23 - Localidade De Bojuru As Margens Da Br 101,Brasil,RS,Sao Jose Do Norte,Espécie não Sensível,-31.665203,-51.467542,Coordenada de referência da área amostrada,NA,Solto/mantido na natureza
