database_id,occurrenceID,scientificName,decimalLatitude,decimalLongitude,eventDate,family,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,taxonRank,identifiedBy,coordinateUncertaintyInMeters,recordedBy,cntr_suggested,cntr_iso2c,.inverted_xy,iso2c,iso3c,.invalid_xy,.outside_xy,.no_xy,.no_name,.doubtful_provenance,.locality_no_xy
SIBBR_3999,d7faa9d6-7159-49e4-a529-fc0de43e9687,Hecistopteris pumila,NA,NA,1979,Pteridaceae,Brazil,NA,NA,"Rio Uatumã, Igarapé Catitu., Rio Uatumã, lado esquerdo do igarapé Catitu, atrás da antiga Usina de Pau-Rosa. Mata de terra firme, solo argiloso.",NA,PreservedSpecimen,species,"Carvalho, F.A. de",NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4000,f87f6a1a-8077-435d-a164-7c4fb1cd61c3,Malvaceae,NA,NA,2010,Malvaceae,Brazil,NA,NA,Reserva Biol√≥gica Pedra Talhada. Trail from reserve base (sede) to the top of Pedra Talhada.,NA,PreservedSpecimen,family,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4002,cee836da-7790-4750-a00d-e742ff09057b,Buddleja stachyoides,NA,NA,1985,Scrophulariaceae,NA,NA,NA,f_x0001__x0006_,NA,PreservedSpecimen,species,"Coelho, GP",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4003,790a368e-323b-4fa9-ac74-9567ceac1418,Thelypteris pachyrhachis,NA,NA,1963,Thelypteridaceae,NA,NA,NA,"Córrego Vicente Pires, Saída Sul",NA,PreservedSpecimen,species,"Paixão, LC",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4004,b97655de-90fb-46ff-a458-bad643360fc4,Erythroxylaceae,NA,NA,1988,Erythroxylaceae,Brazil,NA,NA,"Mun: Rio de Contas. Pico das Almas. Vertente leste. Fazenda Silvina. 19 km ao NW de cidade. Cerrado de altitude, capoeira e cultivacao. Cerrado de altitude.",NA,PreservedSpecimen,family,"D.C. Zappi,",NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4005,65ed9c0a-27f6-47a0-9139-659363193626,Staelia,NA,NA,1974,Rubiaceae,Brazil,NA,NA,"Ca. 4 km SW of Belmonte, on road to Itapebi",NA,PreservedSpecimen,genus,J. H. Kirkbride Jr.,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4008,8bedc4b7-8e0e-481b-877d-e001839c50ab,Lavoisiera crassifolia,NA,NA,1992,Melastomataceae,NA,NA,NA,"Serra do Cipó, Nas proximidades da divisa do parque rumo Conceição do Mato Dentro.",NA,PreservedSpecimen,species,"Pacifico, Ricardo",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4009,a94a3e64-bbca-4548-bcfc-c2cd5e1260b9,Oeceoclades maculata,NA,NA,NA,Orchidaceae,NA,NA,NA,Burarama,NA,PreservedSpecimen,species,D.R. Couto,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4011,0bfca974-d32e-40a6-b6ec-62cc64f17ca0,Asteraceae,NA,NA,1834,Asteraceae,NA,NA,NA,Circa Tolucam [Toluca],NA,PreservedSpecimen,family,Administrador,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4012,c9bc0d1f-e9f4-44ab-9ff7-d744ee81c3c6,Dodonaea viscosa,NA,NA,1976,Sapindaceae,NA,NA,NA,NW of Sorocaba on Castelo Branco highway.,NA,PreservedSpecimen,species,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4016,4c84e363-5aab-43fa-a74c-588b10468814,Coccoloba,NA,NA,1979,Polygonaceae,Brasil,NA,NA,"Estrada Turmalina-Diamantina, próximo a Diamantina.",NA,PreservedSpecimen,genus,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4022,36ee4c6d-a00f-43ce-82ee-95772f0f1b0e,Cuphea melvilla,NA,NA,2000,Lythraceae,NA,NA,NA,Coletada no Rio Paraná,NA,PreservedSpecimen,species,T.B.Cavalcanti,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4023,e7c04812-45ff-49fc-9e0e-197468f0a378,Panicum,NA,NA,1980,Poaceae,NA,NA,NA,"Caxias-Codó, km 98. Zona dos Cocais. Latossolo. Alt. 80m.",NA,PreservedSpecimen,genus,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4024,7cef6e89-f10a-40d9-a989-56ce953ae14e,Petiveria alliacea,NA,NA,NA,Phytolaccaceae,NA,NA,NA,1Î_x0001_,NA,PreservedSpecimen,species,"Ribas, O.S.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4025,00a40b72-821c-4435-8c7d-93baf20d483b,Ampelocera edentula,NA,NA,1983,Ulmaceae,NA,NA,NA,Bacia do Jari,NA,PreservedSpecimen,species,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4027,a25a2cc1-f70a-485b-b48f-a7b2bb1df919,Sapindaceae,NA,NA,1992,Sapindaceae,NA,NA,NA,Estrada para Biribiri.,NA,PreservedSpecimen,family,"Meyer, F.S.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4028,1dc96cb4-2381-472d-880f-cd9e3be1db4f,Peperomia tetraphylla,NA,NA,2007,Piperaceae,NA,NA,NA,HÕ_x0003_,NA,PreservedSpecimen,species,"Borgo, M.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4030,2216cce0-f7d8-4d7e-bf33-59a8437f4703,Myrcia,NA,NA,1998,Myrtaceae,NA,NA,NA,"Fazenda GrÃ£o Mogol, Mata no caminho para o afloramento.",NA,PreservedSpecimen,genus,"Esteves, R.L.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4031,96a6a561-d34a-4e93-8ad6-ec2a579d6dba,Macfadyena hispida,NA,NA,1994,Bignoniaceae,NA,NA,NA,Serra da Bocaina,NA,PreservedSpecimen,species,"Fonseca, L.H.M.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4032,bce99dff-a6fa-41cb-b635-28077b4d2837,Streptochaeta spicata,NA,NA,1972,Poaceae,Brazil,NA,NA,Road from Cachoeiro de Itapemirim to Itabira. Young secondary forest on mountain slope without ferns and only a few epiphytes (had ben a coffee plantation). Most rain here during Nov.-Jan. but dry now with little leafmold accumulated. A few clumps gr,NA,PreservedSpecimen,species,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4035,2553d57c-e791-4881-a9a8-be843be2a919,Laportea aestuans,NA,NA,1985,Urticaceae,NA,NA,NA,ß±,NA,PreservedSpecimen,species,"Nascimento, EAP",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4036,9dec1da9-be61-49e9-b04d-e84a859d28c0,Vismia cayennensis,NA,NA,1969,Hypericaceae,Brazil,NA,NA,"Ilha São Salvador, Ilha San Salvador near Lake Maiú, 40 km NW of Boa Vista. Dry forest in savanna.",NA,PreservedSpecimen,species,"Robson, N.K.B.",NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4037,3196e836-d7f3-4ae7-8c3b-5283928d25d1,Blepharodon lineare,NA,NA,1902,Apocynaceae,Brazil,NA,NA,Porto Alegre,NA,PreservedSpecimen,species,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4038,5c51f7ec-b55f-4381-bea6-32fd143575a8,Arachis hatschbachii,NA,NA,1959,Fabaceae,Brazil,NA,NA,Brasil. Mato Grosso. 100 km N de Campo Grande (25 km N de Bandeirante).,NA,NA,species,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4044,a11a3298-ddfa-475a-bf82-6780bdb3a2ee,Tabebuia elliptica,NA,NA,2009,Bignoniaceae,NA,NA,NA,Várzea da Marituba.,NA,PreservedSpecimen,species,M.C.S.Mota,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4046,8521b4b3-bc72-4a67-bc18-a7dec0e8b0cf,Tibouchina cardinalis,NA,NA,1950,Melastomataceae,Brazil,NA,NA,"Serra do Cipó, Km. 131 e 134.",NA,PreservedSpecimen,species,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4051,14d3f220-e769-498d-803a-9bf614033097,Andropogon bicornis,NA,NA,2004,Poaceae,NA,NA,NA,Porto Limão.,NA,PreservedSpecimen,species,"Pott, VJ",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4053,cdfa7d4a-7d93-4b67-8132-3b1e7fcae774,Miconia elegans,NA,NA,1987,Melastomataceae,Brazil,NA,NA,"Plantas do Brasil. MG - Carrancas, Cachoeira da Fumaca.",NA,PreservedSpecimen,species,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4055,3422a6a8-c991-4232-adb7-19ac14cb6e88,Lasiacis,NA,NA,NA,Poaceae,NA,NA,NA,F',NA,PreservedSpecimen,genus,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4056,1eac84e5-9488-432e-b79b-4c397ad6c37a,Ilex cerasifolia,NA,NA,2005,Aquifoliaceae,NA,NA,NA,FZB/BH,NA,PreservedSpecimen,species,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4057,b7f2d2ac-a3bf-4c48-aa68-574070c19d0d,Brassavola martiana,NA,NA,1971,Orchidaceae,Brazil,NA,NA,"Margin of Rio Negro opposite Manaus, 3-6 km upstream. Igapó. On igapó tree.",NA,PreservedSpecimen,species,"Braga, P.I.S.",NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4060,aaeea44d-37fd-4768-b084-2803d522f24d,Fabaceae,NA,NA,1978,Fabaceae,Brazil,NA,NA,"Rio Tocatins, arredores da Vila do Breu Branco",NA,PreservedSpecimen,family,M. G. da Silva,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4061,29fe7fd4-f104-4cc1-bedb-5de0a9d6e06e,Sophora,NA,NA,1972,Fabaceae,Brasil,NA,NA,Restinga de Grumari.,NA,PreservedSpecimen,genus,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4062,069cf8e5-3ba8-42dc-b659-5a671f37ec2b,Fabaceae,NA,NA,1982,Fabaceae,Brazil,NA,NA,"Estrada Humait√° - L√°brea, km 63.",NA,PreservedSpecimen,family,Administrador,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4063,615d15fc-f3fb-4455-9c1d-28d2dddd6fdc,Justicia,NA,NA,1859,Acanthaceae,NA,NA,NA,"Provincia Larecaja, viciniis Sorata, San Pedro",NA,PreservedSpecimen,genus,Wasshausen,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4064,a9a71b56-987d-4e2f-b343-a784faf8ba6e,Zygia trunciflora,NA,NA,1997,Fabaceae,Brazil,NA,NA,Rio Negro. Arquipélago de Anavilhanas,NA,PreservedSpecimen,species,"Oliveira, A.A.; Souza, V.C.",NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4065,cdb2522f-be93-44ae-a1f3-5b4e75be6a23,Ocotea diospyrifolia,NA,NA,2002,Lauraceae,Brasil,NA,NA,Passo do Lontra mun. de Corumbá.,NA,PreservedSpecimen,species,H. van de Werff,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4069,acfe3e37-1e5a-4209-9f88-1cb433154e69,Grazielia intermedia,NA,NA,2000,Asteraceae,NA,NA,NA,"Estrada CapÃ£o Bonito - Itapeva, Brejo Ã s margens ao lado do rio ApiaÃ­-Mirim, Rodovia SP 258.",NA,PreservedSpecimen,species,"Hattori, E.K.O.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4071,c4f73764-5b0d-4f7c-a7d3-e96b6c202f9c,Dalbergia miscolobium,NA,NA,1966,Fabaceae,Brasil,NA,NA,Setor Industrial no km 5.,NA,PreservedSpecimen,species,M K Arroyo,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4073,0be29d8f-e2f0-480e-a8ba-0e0215a0b5a2,Merianthera sipolisii,NA,NA,2007,Melastomataceae,Brazil,NA,NA,Parque Estadual do Rio Preto.,NA,PreservedSpecimen,species,"Mota, N.F.O.",NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4074,f3973045-47ce-4dd4-9853-2177a29e2c11,Tibouchina sellowiana,NA,NA,1975,Melastomataceae,NA,NA,NA,P.M. da Barreirinha,NA,PreservedSpecimen,species,"""Roderjan, C.V.""",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4078,e4ad8cad-bd4c-42bd-9852-f8ce3eba7910,Hypenia,NA,NA,2012,Lamiaceae,NA,NA,NA,Entre São João da Aliança e Colinas do Sul a ca. de 20 km de São Jorge.,NA,PreservedSpecimen,genus,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4079,7375609c-407d-4afd-aa71-7b85d0447c57,Calliandra dysantha,NA,NA,NA,Fabaceae,NA,NA,NA,=t_x0001_,NA,PreservedSpecimen,species,"Queiróz, L.P. de",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4080,ea5561c9-9e0c-41b3-aad2-d81384b4a22f,Moraceae,NA,NA,1935,Moraceae,NA,NA,NA,Parintins (Amazonas),NA,PreservedSpecimen,family,Berg,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4081,5ac6edc9-e0f7-43a5-8b61-2438e8fa1e71,Urera baccifera,NA,NA,1983,Urticaceae,NA,NA,NA,"Fazenda Caruaru, Sítio do Abacate ao lado do plantio de chuchu.",NA,PreservedSpecimen,species,"Lima, V.C.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4082,a000586b-4c77-4d0f-bdd0-d800f219b15e,Sophora tomentosa,NA,NA,2013,Fabaceae,NA,Espírito Santo  es,NA,Parque Natural Municipal Morro da Pescaria.,NA,PreservedSpecimen,species,"Dal col, A.C.S.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4083,7a8df1b6-677a-4fc0-944c-0c176c77ee0b,Piper malacophyllum,NA,NA,1989,Piperaceae,Brasil,NA,NA,Estrada Rio/Bahia (Perto do Holiday Hotel).,NA,PreservedSpecimen,species,E.Guimarães et M.Vieira,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4085,2f484be6-6ba6-464d-bdf1-26a6921eb7fb,Clusiaceae,NA,NA,1958,Clusiaceae,Brazil,NA,NA,"Mata da Cia. Pirelli, Fazenda Uriboca",NA,PreservedSpecimen,family,V. Bittrich,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4086,5d092af5-2260-4859-abe4-60781c5f4658,Camptosema,NA,NA,1995,Fabaceae,Brasil,NA,NA,"Pedra Bela, estrada Bragança Paulista à Pedra Bela, km 15.",NA,PreservedSpecimen,genus,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4088,054955bb-1c52-4c2a-8256-377eb7a71b43,Rubiaceae,NA,NA,1998,Rubiaceae,Brazil,NA,NA,Mariana. Rio Gualaxo do Sul. Faz. Ant√¥nio Sampaio.,NA,PreservedSpecimen,family,P. G. Delprete,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4089,adceeb0b-974f-4436-b6b4-5a07fbd5b4b7,Nymphaea lasiophylla,NA,NA,2015,Nymphaeaceae,NA,NA,NA,F25 - Sítio Assis I.,NA,PreservedSpecimen,species,"""Matias, L.Q.; Ibiapina-Santos. L.""",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4090,6ea66a50-b1ec-4751-a73c-d0c2e77f2501,Hyparrhenia bracteata,NA,NA,1999,Poaceae,NA,NA,NA,"Estação Ecológica do Panga, vereda 3, lado esquerdo, meio.",NA,PreservedSpecimen,species,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4092,dc06b003-ea3e-4dd9-b2fb-1db8acc291a9,Plantae,NA,NA,2009,NA,NA,NA,NA,ºÀ_x0003_,NA,PreservedSpecimen,kingdom,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4093,68570862-6791-48cf-8e47-c127c476d38c,Smilax,NA,NA,NA,Smilacaceae,NA,NA,NA,"Distrito Taboco, Fazenda Colorado.",NA,PreservedSpecimen,genus,G.A. Damasceno-Junior,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4095,d755b6de-2bc6-4307-82f7-347f67773528,Acacia,NA,NA,NA,Fabaceae,NA,NA,NA,Culta.,NA,PreservedSpecimen,genus,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4096,bf8b6438-412d-406b-a869-dc0e33fc1c91,Borreria tenella var. genuina,NA,NA,1954,Rubiaceae,NA,NA,NA,ì,NA,PreservedSpecimen,variety,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4100,9ff62fa3-47c9-4e70-8a42-1c92c49cb194,Tetrapterys phlomoides,NA,NA,1975,Malpighiaceae,Brasil,NA,NA,"Serra dos Órgãos, próximo ao Soberbo",NA,PreservedSpecimen,species,A.M. Amorim,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4103,8d3c9d10-42fe-4e32-ba70-a8ab2f1b9f65,Maytenus,NA,NA,2004,Celastraceae,NA,NA,NA,×e,NA,PreservedSpecimen,genus,"Hatschbach, GG",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4104,c5292017-daeb-42fb-870c-a80a2fdc33a4,Colubrina glandulosa,NA,NA,1667,Rhamnaceae,NA,NA,NA,P.E. Mata dos Godoy,NA,PreservedSpecimen,species,"""Roderjan, C.V.""",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4105,d202d24f-1561-48df-a5f5-915a5a2e4c99,Thymelaeaceae,NA,NA,1966,Thymelaeaceae,Brazil,NA,NA,Ca. 45 km N of Curitiba.,NA,PreservedSpecimen,family,J. C. Lindeman,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4106,7bcdf23d-af49-43b2-812d-8f80ba4af697,Monimiaceae,NA,NA,1956,Monimiaceae,NA,NA,NA,"Santa Catarina, Mun. Ibirama: Densely forested high morro, Horto Florestal, Ibirama",NA,PreservedSpecimen,family,Reitz,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4107,007d246a-d4c9-4a16-a04f-3933d7f06a28,Bauhinia rufa,NA,NA,1980,Fabaceae,NA,NA,NA,Fazenda Água Limpa.,NA,PreservedSpecimen,species,"""Vaz, A.F.""",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4109,65806fc6-30ee-4cae-845d-f9f915e1cf11,Campomanesia guaviroba,NA,NA,1984,Myrtaceae,NA,NA,NA,Serra do Japi,NA,PreservedSpecimen,species,Turma pÃ³s-92,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4110,29dfc6e8-9cd0-429b-8d24-cc26c9769f1c,Clusiaceae,NA,NA,1992,Clusiaceae,Brazil,NA,NA,Campo do Cigano. 1700-1800m.,NA,PreservedSpecimen,family,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4112,01cf413e-f919-4bfc-91aa-90bab13c272e,Grindelia,NA,NA,1938,Asteraceae,NA,NA,NA,Flora da Califórnia&nf;Material recebido dos USA de Lewis S. Rose em 23 de abril de 1941,NA,PreservedSpecimen,genus,"Cabrera, AL",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4116,c48745be-bb23-4b0e-84ef-9b747c3aea05,Polygalaceae,NA,NA,2000,Polygalaceae,Brasil,NA,NA,Estrada Real.,NA,PreservedSpecimen,family,E.B.Miranda,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4118,4bc0e2d5-f72e-4202-b4b2-0ddcb88f2659,Andropogon ternatus,NA,NA,NA,Poaceae,Brazil,NA,NA,"Departamento de Ciências Biologicas. Est. R.J. Hatiaia, Praseleiras.",NA,PreservedSpecimen,species,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4119,26533174-6260-4700-a9b4-dc2771030a47,Stachytarpheta,NA,NA,2007,Verbenaceae,NA,NA,NA,Parque Estadual da Serra dos Pireneus,NA,PreservedSpecimen,genus,"Delprete, P.G.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4120,be515b46-f4d8-4618-972f-9d173c36e559,Melastomataceae,NA,NA,1964,Melastomataceae,Brazil,NA,NA,"Estrada da Vista Chinesa, pr. curva",NA,PreservedSpecimen,family,NA,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4122,fd501e91-bb9f-438d-a009-1e596a8f8e6a,Plantae,NA,NA,1997,NA,NA,NA,NA,",_x0003_",NA,PreservedSpecimen,kingdom,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4124,3d314582-d1d4-4f69-9c37-c773bbbb120a,Trichanthecium cyanescens,NA,NA,1997,Poaceae,NA,NA,NA,Óð,NA,PreservedSpecimen,species,"Longhi-Wagner, HM",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4126,c88f721e-09e3-4661-a936-ddd7b7b96af6,Reichenbachia paraguayensis,NA,NA,NA,Nyctaginaceae,NA,NA,NA,Morro Urucum.,NA,PreservedSpecimen,species,R.H.Silva,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4127,5f87d59d-4f32-4ec6-8def-bee542346473,Swartzia acuminata,NA,NA,1911,Fabaceae,NA,NA,NA,Amazonas,NA,PreservedSpecimen,species,"Silva, M.G. da",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4132,21367a4d-d120-4101-a033-864f886905ce,Solanum,NA,NA,2003,Solanaceae,Brazil,NA,NA,"Basin of Rio Juru√°, Rio Juru√°-Mirim, left bank, ""Vista Alegre,",NA,PreservedSpecimen,genus,M. H. Nee,NA,NA,BRAZIL,BR,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4133,70514eb8-60ce-4f66-a431-fe723af865e0,Machaerium lanceolatum,NA,NA,2007,Fabaceae,NA,NA,NA,"Parque Estadual da Serra do Mar, Fazenda CapricÃ³rnio, trilha do morro da Seringa.",NA,PreservedSpecimen,species,"Silva, E.D.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4136,f38b0ebf-7e21-48f9-97bf-1a31eb1a6afd,Panicum laxum,NA,NA,2001,Poaceae,NA,NA,NA,.í,NA,PreservedSpecimen,species,"Guglieri, A",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4138,c8a36b5d-ecb9-427f-8c0a-c38f925866a1,Ichnanthus nemoralis,NA,NA,1935,Poaceae,NA,NA,NA,"São Bento, Mata do Camocim.",NA,PreservedSpecimen,species,"Costa; Silva, M.B.",NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4139,cab256e8-14df-4653-80f4-f075e0a2802f,Pterolepis,NA,NA,2015,Melastomataceae,NA,NA,NA,Resgate de FLORA da UHE Colíder. Lote C de supress,NA,PreservedSpecimen,genus,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
SIBBR_4140,5bc4c248-deec-4765-ad69-c535e5dfd9bf,Fabaceae,NA,NA,1851,Fabaceae,NA,NA,NA,"Ad oram septentrionalem flum. Amazonum, ad ostium Rio Negro",NA,PreservedSpecimen,family,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
